,title,dept,procurement_stage,notice_status,contract location,contract_value,publication_year,closing_year,status
1487,The Provision of Online Programme Management Services for Southampton's Global Online Programmes		,UNIVERSITY OF SOUTHAMPTON, Opportunity, Open, SO17 1BJ,150000000.0,2022.0,2022,Closing
1488,Demolition of former Hope Church building		,Ipswich Borough Council, Opportunity, Open, IP1 2DE,,2022.0,2022,Closing
1489,New Burial Grounds		,City of Bradford Metropolitan District Council, Opportunity, Open, BD1 1HX,290000.0,2022.0,2022,Closing
1490,Life Cycle Analysis for polymer series banknotes - Request for Information (RFI)		,BANK OF ENGLAND, Opportunity, Open, EC2R 8AH,,2022.0,2022,Closing
1491,DUD - Highway Surface Treatments Term Contract 2022		,Dudley Metropolitan Borough Council, Opportunity, Open, DY1 1HF,,2022.0,2022,Closing
1492,Printed Matter		,Liverpool John Moores University, Opportunity, Open, L2 2QP,,2022.0,2022,Closing
1493,Framework Agreement For the Provision of Pharmaceutical Wholesaler Services		,NHS London Procurement Partnership (as hosted by Guys & St Thomas' NHS Foundation Trust), Opportunity, Open, SE1 4YB,1400000000.0,2022.0,2022,Closing
1494,Primary Care Services for the Homeless NHS/SOEPS/21.820 RFI		,NHS SOUTH OF ENGLAND PROCUREMENT SERVICES, Early engagement, Open, South East,8.0,2022.0,2022,Closing
1495,LCC Transport DPS		,Lincolnshire County Council, Opportunity, Open, East of England,,2022.0,2030,Closing
1496,Prior Information Notice - HIF Rail Works Packages		,Medway Council, Future opportunity, Open, England,,2022.0,2022,Approach
1497,NHS South of England Branded Medicines - Tranche B and Annual		,NHS England, Opportunity, Open, WA7 2ES,,2022.0,2022,Closing
1498,NHS London Branded Medicines - Tranche A and Annual		,NHS England, Opportunity, Open, WA7 2ES,,2022.0,2022,Closing
1499,Rubber Tyred Gantry Cranes (RTG's) Framework		,PD Ports, Opportunity, Open, TS2 1LX,,2022.0,2022,Closing
1500,Framework for the Removal of Chalara (Ash Dieback) Infected Ash & Associated Tree Surgery in the North England Forest District		,Forestry England, Opportunity, Open, Any region,,2022.0,2022,Closing
1501,Outdoor Restaurant and Bar Operation at Southbourne Beach for 2022 and 2023		,Bournemouth Christchurch and Poole Council, Opportunity, Open, England,,2022.0,2022,Closing
1502,Expressions of interest for operating a community hub and Library		,SOUTHAMPTON CITY COUNCIL, Opportunity, Open, SO14 7LY,,2022.0,2022,Closing
1503,NHS Supply Chain Logistics Services Provider		,NHS Supply Chain, Future opportunity, Open, Any region,,2022.0,2022,Approach
1504,Zero Carbon Initiatives - Works		,Procurement Assist Limited c/o Integrated Facilities Management Bolton Ltd (iFM Bolton), Opportunity, Open, Any region,,2022.0,2022,Closing
1505,CO1554 Abbeyfield School Expansion Lead Designer		,Wiltshire Council, Opportunity, Open, England,320000.0,2022.0,2022,Closing
1506,Carbon Zero Initiatives - Consultancy		,Procurement Assist Limited c/o Integrated Facilities Management Bolton Ltd (iFM Bolton), Opportunity, Open, Any region,,2022.0,2022,Closing
1507,UKRI-1404 R80 Tower Decommissioning and Adiabatic Cooler Design and Build		,UK Research & Innovation, Opportunity, Open, Any region,,2022.0,2022,Closing
1508,Relocation and refurbishment services for the Liaison Psychiatry Service		,Sheffield Health & Social Care NHS FT, Opportunity, Open, S10 3TH,,2022.0,2022,Closing
1509,Soft Market Testing: Housing Management System		,Newark & Sherwood District Council, Early engagement, Open, England,8.0,2022.0,2022,Closing
1510,Supported Bus Contracts 2022		,Medway Council, Opportunity, Open, England,,2022.0,2022,Closing
1511,"COM/7833/2022 - Servicio de Limpieza para la Embajada Británica en Santiago, Chile.		",Foreign Commonwealth and Development Office, Opportunity, Open, Any region,,2022.0,2022,Closing
1512,RHP - Asset Management Contracts		,Echelon Consultancy Ltd, Opportunity, Open, TW11 8GT,154950000.0,2022.0,2022,Closing
1513,Hard Facilities Management Service - Re-procurement		,Liverpool City Council, Opportunity, Open, England,,2022.0,2022,Closing
1514,"National Fire Chiefs Council: The Development & Implementation of a National: Attraction, Selection & Recruitment process for the NFCC Direct Entrant Programme for the UK Fire Service.		",THE CHIEF FIRE OFFICERS' ASSOCIATION, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
1515,Connecting Colindale Delivery Plan		,London Borough of Barnet, Opportunity, Open, London,,2022.0,2022,Closing
1516,Integrated Housing Asset Management and Finance System		,Joseph Rowntree Foundation, Opportunity, Open, Yorkshire and the Humber,,2022.0,2022,Closing
1517,GB-Bath: University of Bath Polden Court Refurbishment Works		,University of Bath, Opportunity, Open, South West,1000000.0,2022.0,2022,Closing
1518,HAC5760 Community Day Opportunities - Sonali Gardens		,Tower Hamlets, Opportunity, Open, England,,2022.0,2022,Closing
1519,Procurement of a Global Fund Advisor - Real Estate		,Border to Coast Pensions Partnership Ltd, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
1520,Provision of Personal LED Torches		,Civil Nuclear Police Authority (CNPA)  / Civil Nuclear Constabulary (CNC), Opportunity, Open, Any region,60000.0,2022.0,2022,Closing
1521,Framework Tender for the supply of manufacturing resource requirements for the production of textile related products		,Northumbria Healthcare Facilities Management Limited, Opportunity, Open, NE25 0QJ,,2022.0,2022,Closing
1522,Provision of Grounds Maintenance Services		,The Coal Authority, Opportunity, Open, NG18 4RG,,2022.0,2022,Closing
1523,Plant Replacement & Refurbishment of Kempston Firing Range		,7 Forces Commercial Services, Opportunity, Open, MK43 9AX,750000.0,2022.0,2022,Closing
1524,Inspection of Playground Equipment & Surfacing		,Sandwell Metropolitan Borough Council, Opportunity, Open, B69 3DB,24000.0,2022.0,2022,Closing
1525,Adult Learning Classroom Provision 2022 - 2025		,Wirral Borough Council, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
1526,"Procurement, Delivery, Building and Installation of Furniture at the South-Central Institute of Technology		",Craig Pullen Consulting, Opportunity, Open, MK3 6DR,,2022.0,2022,Closing
1527,"Transitions Service for NHS West Essex, Mid and South Essex and North East Essex Clinical Commissioning Groups		",Attain, Opportunity, Open, East of England,1980445.0,2022.0,2022,Closing
1528,CLSG Summer 2022 Works		,City of London Corporation, Opportunity, Open, Any region,,2022.0,2022,Closing
1529,Young Parents Supported Accommodation and Support Service		,Nottinghamshire County Council, Opportunity, Open, England,,2022.0,2022,Closing
1530,Esmonde House-Flaxman's Court New Fire Alarm and Electrical Rewire Works		,Medway Council, Opportunity, Open, England,,2022.0,2022,Closing
1531,NHS Patient Survey Programme - Approved Contractor Framework		,Care Quality Commission, Future opportunity, Open, England,8000000.0,2022.0,2022,Approach
1532,Provision of Ground Fuel for British Forces Gibraltar - ITT		,Ministry of Defence, Opportunity, Open, Any region,,2022.0,2022,Closing
1533,"The Provision of Alcohol, Soft Beverages, Snacks and Equipment for Dudley Town Hall and Bistro and Stourbridge Town Hall		",Dudley Metropolitan Borough Council, Opportunity, Open, DY1 1HF,,2022.0,2022,Closing
1534,Homes England - Multi-Utility Provider - Lighthorne Heath		,Homes England (the name adopted by the Homes and Communities Agency), Opportunity, Open, England,1600000.0,2022.0,2022,Closing
1535,2021-0233 Islington & Camden Integrated Advocacy Service		,Islington Council, Opportunity, Open, England,,2022.0,2022,Closing
1536,CEFAS22-11 Next Generation Sequencing (NGS) Services Framework		,Defra Network eTendering Portal, Opportunity, Open, South West,,2022.0,2022,Closing
1537,The Micromobility Market and London's Micromobility Future		,Transport for London, Early engagement, Open, England,7.0,2022.0,2022,Closing
1538,uPVC Windows and Doors Replacement Contract		,Thanet District Council, Opportunity, Open, England,,2022.0,2022,Closing
1539,Agreement for the provision of a Speak Up (Whistleblowing) Hotline and associated services		,CTM Portal for the NDA Shared Services Alliance, Opportunity, Open, Any region,240000.0,2022.0,2022,Closing
1540,Agreement for the provision of a Speak Up (Whistleblowing) Hotline and associated services		,CTM Portal for the NDA Shared Services Alliance, Opportunity, Open, Any region,240000.0,2022.0,2022,Closing
1541,GB-Leeds: PE2021-22/640		,University of Leeds, Opportunity, Open, Yorkshire and the Humber,500000.0,2022.0,2022,Closing
1542,"Renewal of Rear Elevation Windows & Doors at Saxon Day Centre, Lych Gate Road, Orpinton, BR6 0TH		",London Borough of Bromley, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
1543,Semi-Automatable Microscopy System for Batch Processing of Integrated Circuits		,National Physical Laboratory, Opportunity, Open, TW11 0LW,,2022.0,2022,Closing
1544,"Provision of the Minor Capital Works Project in relation to Bracknell Fire Station as part of the Package 2, 3 and 15 Works.		",Royal Berkshire Fire Authority, Opportunity, Open, South East,80000.0,2022.0,2022,Closing
1545,Homes England - Site Wide Earthworks - Lighthorne Heath		,Homes England, Opportunity, Open, England,6000000.0,2022.0,2022,Closing
1546,TRN391-03-2022 SharePoint Project Services		,Oil & Gas Authority, Opportunity, Open, Any region,,2022.0,2022,Closing
1547,Supply and installation of lighting for Bedford Corn Exchange main auditorium rig.		,Bedford Borough Council, Opportunity, Open, MK42 9AP,,2022.0,2022,Closing
1548,Low Current Cell Cycling Channels		,The University of Warwick, Opportunity, Open, CV4 7AL,250000.0,2022.0,2022,Closing
1549,Roofing Replacement Programme		,Progress Housing Group, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
1550,Wichelstowe Footpath Connection Works		,Swindon Borough Council, Opportunity, Open, South West,,2022.0,2022,Closing
1551,Re-Pointing and External Repairs Works		,Progress Housing Group, Opportunity, Open, England,,2022.0,2022,Closing
1552,The Plaza ICT Connectivity		,Braintree District Council, Opportunity, Open, East of England,,2022.0,2022,Closing
1553,NHS Framework Agreement for the supply of Medical Retinal Vascular Treatments		,NHS England, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
1554,Lift Maintenance Services		,London Borough of Merton, Opportunity, Open, England,,2022.0,2022,Closing
1555,"Tender for the Supply, maintenance and refurbishment of Bus Shelters		",Herefordshire Council, Opportunity, Open, England,,2022.0,2022,Closing
1556,Newquay Park and Ride		,Cornwall Council, Opportunity, Open, United Kingdom,,2022.0,2022,Closing
1557,WSCC AE Framework Reopening for Urgent and Specialist Personal Support Placements for Children's Services		,West Sussex County Council (CAP), Opportunity, Open, PO19 1RQ,,2022.0,2026,Closing
1558,Security Services for British High Commission Kuala Lumpur		,Foreign Commonwealth and Development Office, Opportunity, Open, Any region,,2022.0,2022,Closing
1559,CA10065 - Totton College - Outsourced Catering		,Totton College, Opportunity, Open, SO40 3ZX,,2022.0,2022,Closing
1560,WAN (Internet & Switches)		,General Medical Council (GMC), Opportunity, Open, Any region,,2022.0,2022,Closing
1561,ESPH TW HBC Housing Stock Condition Survey (ESPH455 JB)		,Hastings Borough Council, Opportunity, Open, TN34 3UY,46000.0,2022.0,2022,Closing
1562,RACE EQUALITY AND ANTI-RACISM TRAINING PROGRAMME  (L&D COLLABORATION PROJECT)		,Liverpool City Region Combined Authority (LCRCA), Opportunity, Open, North West,,2022.0,2022,Closing
1563,Specialist Wellbeing & Resilience Skills Development		,Scottish Water, Opportunity, Open, Scotland,,2022.0,2022,Closing
1564,Specialist Interpersonal & Meta Skills Development		,Scottish Water, Opportunity, Open, Scotland,,2022.0,2022,Closing
1565,Specialist Leadership Development		,Scottish Water, Opportunity, Open, Scotland,,2022.0,2022,Closing
1566,KMCAS-135 - Day Opportunities (Learning Disabilities)		,Kirklees Council, Opportunity, Open, Yorkshire and the Humber,5019006.0,2022.0,2022,Closing
1567,Intravenous Cannula and Associated Products		,NHS Supply Chain, Opportunity, Open, Any region,,2022.0,2022,Closing
1568,Fusion21 Reactive Repairs & Empty Buildings Framework - Market Engagement Opportunity		,BIP SOLUTIONS LIMITED, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World",,2022.0,2022,Closing
1569,THE PROVISION OF FUNERAL SERVICE ARRANGEMENTS  FOR PUBLIC HEALTH FUNERALS		,Bristol City Council, Opportunity, Open, South West,,2022.0,2022,Closing
1570,CA10106 - Chichester College Group & Greater Brighton Metropolitan College - Finance Management System		,Chichester College Group, Opportunity, Open, PO19 1SB,,2022.0,2022,Closing
1571,Cloud Unified Communications Solution (UCaaS)		,Southway Housing Trust, Opportunity, Open, North West,,2022.0,2022,Closing
1572,West London Somewhere Safe to Stay - PIN With a Call for Competition		,capitalEsourcing, Early engagement, Open, London,0.0,2022.0,2022,Closing
1573,"Contract for the Supply, Delivery and Installation of Audio-Visual Equipment for Innovation Centre 7 (IC7)		",Keele University, Opportunity, Open, ST5 5BG,,2022.0,2022,Closing
1574,Street sweepings waste (2022)		,Blackburn with Darwen Borough Council, Opportunity, Open, England,,2022.0,2022,Closing
1575,SERVICES FOR THE MANAGEMENT AND OPERATION OF THE SHELL STORE INCUBATION CENTRE FOR HEREFORDSHIRE COUNCIL		,Herefordshire Council, Opportunity, Open, England,575000.0,2022.0,2022,Closing
1576,Outsourced Electromyography and Nerve Conduction Studies		,Wirral University Teaching Hospital  NHS Foundation Trust, Opportunity, Open, CH49 5PE,,2022.0,2022,Closing
1577,Creating a Global Food Loss Metric		,WWF-UK (WORLD WIDE FUND FOR NATURE) TRADING LIMITED, Opportunity, Open, United Kingdom,85000.0,2022.0,2022,Closing
1578,CA10111 - EST0322 | Harper Adams University Building Condition Survey		,Harper Adams University, Opportunity, Open, TF10 8NB,,2022.0,2022,Closing
1579,Contract for the Provision of a Lone Worker Solution		,Oxford City Council, Opportunity, Open, England,,2022.0,2022,Closing
1580,Electrical testing and repair services framework		,Advantage South West, Opportunity, Open, England,20000000.0,2022.0,2022,Closing
1581,GB-Luton: Cancer Services AHU Replacement		,Luton and Dunstable Hospital, Opportunity, Open, East of England,500000.0,2022.0,2022,Closing
1582,1717- Electron Cameras		,The University of Nottingham, Opportunity, Open, NG7 2RN,1000000.0,2022.0,2022,Closing
1583,"Soldier's Centre at Alexander Barracks, Pirbright		",Defence Infrastructure Organisation, Opportunity, Open, South West,,2022.0,2022,Closing
1584,"PDSE Cleaning Contract for sites at Derriford, Devonport and Exeter		",University of Plymouth, Opportunity, Open, South West,150000.0,2022.0,2022,Closing
1585,Domestic  Abuse Services for Bristol		,Bristol City Council, Opportunity, Open, England,,2022.0,2022,Closing
1586,Electronic Solution for the Voice of the Child		,City of Bradford Metropolitan District Council, Opportunity, Open, Yorkshire and the Humber,100000.0,2022.0,2022,Closing
